Time,3REFRIG_1.LIC134.MEAS,3REFRIG_1.LIC134.OUT
2025-02-27 17:15:59.533,33.35,
2025-02-27 17:16:01.533,33.28,
2025-02-27 17:16:11.533,32.98,
2025-02-27 17:16:13.533,32.93,
2025-02-27 17:16:23.533,32.6,
2025-02-27 17:16:25.533,32.54,
2025-02-27 17:16:35.533,32.18,
2025-02-27 17:16:37.533,32.1,
2025-02-27 17:16:47.533,31.72,
2025-02-27 17:16:49.533,31.65,
2025-02-27 17:16:59.533,31.25,
2025-02-27 17:17:01.533,31.17,
2025-02-27 17:17:11.533,30.76,
2025-02-27 17:17:13.533,30.67,
2025-02-27 17:17:23.533,30.26,
2025-02-27 17:17:25.533,30.18,
2025-02-27 17:17:35.533,29.75,
2025-02-27 17:17:37.533,29.67,
2025-02-27 17:17:47.533,29.23,
2025-02-27 17:17:49.534,29.15,
2025-02-27 17:17:59.533,28.72,
2025-02-27 17:18:01.533,28.62,
2025-02-27 17:18:11.533,28.18,
2025-02-27 17:18:13.533,28.09,
2025-02-27 17:18:25.533,27.56,
2025-02-27 17:18:27.533,27.47,
2025-02-27 17:18:37.533,27.04,
2025-02-27 17:18:39.533,26.96,
2025-02-27 17:18:49.534,26.59,
2025-02-27 17:18:51.534,26.51,
2025-02-27 17:19:01.533,26.13,15.0
2025-02-27 17:19:03.533,26.05,35.0
2025-02-27 17:19:13.533,25.91,
2025-02-27 17:19:15.533,25.83,
2025-02-27 17:19:25.533,25.13,
2025-02-27 17:19:27.533,24.91,
2025-02-27 17:19:31.533,,50.0
2025-02-27 17:19:37.533,23.82,
2025-02-27 17:19:39.534,23.54,
2025-02-27 17:19:49.534,22.22,
2025-02-27 17:19:51.534,21.93,
2025-02-27 17:20:01.533,20.31,
2025-02-27 17:20:03.543,20.0,
2025-02-27 17:20:07.543,,55.0
2025-02-27 17:20:09.543,,60.0
2025-02-27 17:20:13.543,18.39,
2025-02-27 17:20:15.543,18.1,
2025-02-27 17:20:25.543,16.85,
2025-02-27 17:20:27.543,16.62,
2025-02-27 17:20:35.543,,70.0
2025-02-27 17:20:37.543,15.73,
2025-02-27 17:20:39.543,15.57,
2025-02-27 17:20:41.543,,95.0
2025-02-27 17:20:43.543,,100.0
2025-02-27 17:20:49.543,15.08,
2025-02-27 17:20:53.543,15.1,
2025-02-27 17:21:01.544,14.76,
2025-02-27 17:21:03.543,14.61,
2025-02-27 17:21:13.543,13.97,
2025-02-27 17:21:15.543,13.9,
2025-02-27 17:21:25.543,14.54,
2025-02-27 17:21:27.543,14.8,
2025-02-27 17:21:37.543,15.9,
2025-02-27 17:21:39.543,16.11,90.0
2025-02-27 17:21:43.543,,55.0
2025-02-27 17:21:49.543,17.03,
2025-02-27 17:21:51.543,17.17,
2025-02-27 17:22:01.543,17.58,
2025-02-27 17:22:03.544,17.69,
2025-02-27 17:22:13.543,17.98,
2025-02-27 17:22:15.543,18.07,
2025-02-27 17:22:25.543,18.43,
2025-02-27 17:22:27.543,18.48,
2025-02-27 17:22:39.543,18.98,
2025-02-27 17:22:41.543,19.06,
2025-02-27 17:22:51.543,19.45,
2025-02-27 17:22:53.543,19.52,
2025-02-27 17:23:03.543,19.9,
2025-02-27 17:23:05.543,19.97,
2025-02-27 17:23:15.543,20.38,
2025-02-27 17:23:17.543,20.45,
2025-02-27 17:23:27.544,20.88,
2025-02-27 17:23:29.544,20.97,
2025-02-27 17:23:39.544,21.37,
2025-02-27 17:23:41.543,21.45,
2025-02-27 17:23:51.544,21.81,
2025-02-27 17:23:53.543,21.88,
2025-02-27 17:24:03.543,22.22,
2025-02-27 17:24:05.543,22.29,
2025-02-27 17:24:15.543,22.62,
2025-02-27 17:24:17.543,22.69,
2025-02-27 17:24:27.544,23.05,
2025-02-27 17:24:29.543,23.13,
2025-02-27 17:24:39.543,23.46,
2025-02-27 17:24:41.543,23.52,
2025-02-27 17:24:51.543,23.83,
2025-02-27 17:24:53.543,23.88,
2025-02-27 17:25:03.543,24.15,
2025-02-27 17:25:05.543,24.2,
2025-02-27 17:25:15.543,24.51,
2025-02-27 17:25:17.543,24.57,
2025-02-27 17:25:27.544,24.87,
2025-02-27 17:25:29.544,24.92,
2025-02-27 17:25:39.543,25.22,
2025-02-27 17:25:41.543,25.27,
2025-02-27 17:25:51.543,25.55,
2025-02-27 17:25:53.543,25.61,
2025-02-27 17:26:03.543,25.91,
2025-02-27 17:26:05.543,25.97,
2025-02-27 17:26:15.543,26.28,
2025-02-27 17:26:17.543,26.34,
2025-02-27 17:26:27.543,26.65,
2025-02-27 17:26:29.543,26.72,
2025-02-27 17:26:39.544,27.03,
2025-02-27 17:26:41.543,27.09,
2025-02-27 17:26:53.543,27.46,
2025-02-27 17:26:55.543,27.52,
2025-02-27 17:27:05.543,27.84,
2025-02-27 17:27:07.544,27.9,
2025-02-27 17:27:17.543,28.22,
2025-02-27 17:27:19.543,28.28,
2025-02-27 17:27:29.543,28.59,
2025-02-27 17:27:31.543,28.65,
2025-02-27 17:27:41.543,28.96,
2025-02-27 17:27:43.543,29.02,
2025-02-27 17:27:53.543,29.33,
2025-02-27 17:27:55.543,29.4,
2025-02-27 17:28:05.544,29.71,
2025-02-27 17:28:07.543,29.76,
2025-02-27 17:28:17.544,30.08,
2025-02-27 17:28:19.543,30.15,
2025-02-27 17:28:21.543,,5.0
2025-02-27 17:28:29.543,30.4,
2025-02-27 17:28:31.543,30.41,
2025-02-27 17:28:41.543,30.57,
2025-02-27 17:28:43.543,30.61,
2025-02-27 17:28:53.543,30.96,
2025-02-27 17:28:55.543,31.04,
2025-02-27 17:29:05.543,31.41,
2025-02-27 17:29:07.543,31.49,
2025-02-27 17:29:17.544,31.9,
2025-02-27 17:29:19.544,31.96,
2025-02-27 17:29:29.543,32.31,
2025-02-27 17:29:31.543,32.38,
2025-02-27 17:29:41.543,32.75,
2025-02-27 17:29:43.543,32.82,
2025-02-27 17:29:53.543,33.1,
2025-02-27 17:29:55.543,33.15,
2025-02-27 17:30:05.503,33.43,
2025-02-27 17:30:07.503,33.47,
2025-02-27 17:30:17.503,33.69,
2025-02-27 17:30:19.503,33.72,
2025-02-27 17:30:29.503,33.93,
2025-02-27 17:30:31.503,33.99,
2025-02-27 17:30:41.503,34.18,
2025-02-27 17:30:43.503,34.21,
2025-02-27 17:30:55.503,34.39,
2025-02-27 17:30:57.503,34.42,
2025-02-27 17:31:07.503,34.55,
2025-02-27 17:31:09.503,34.58,
2025-02-27 17:31:17.503,34.69,
2025-02-27 17:31:21.503,34.72,
2025-02-27 17:31:31.503,34.79,
2025-02-27 17:31:33.503,34.8,
2025-02-27 17:31:43.503,34.87,
2025-02-27 17:31:45.503,34.89,
2025-02-27 17:31:55.503,34.96,
2025-02-27 17:31:59.503,34.99,
2025-02-27 17:32:03.503,35.02,
2025-02-27 17:32:09.503,35.04,
2025-02-27 17:32:17.503,35.06,
2025-02-27 17:32:21.503,35.07,
2025-02-27 17:32:31.503,35.04,
2025-02-27 17:32:33.503,35.02,
2025-02-27 17:32:43.503,34.99,
2025-02-27 17:32:47.503,35.01,
2025-02-27 17:32:49.503,35.02,
2025-02-27 17:33:01.503,34.99,
2025-02-27 17:33:07.503,34.98,
2025-02-27 17:33:11.503,34.95,
2025-02-27 17:33:19.503,34.9,
2025-02-27 17:33:21.503,34.89,
2025-02-27 17:33:29.503,34.81,
2025-02-27 17:33:33.503,34.79,
2025-02-27 17:33:43.503,34.7,
2025-02-27 17:33:45.503,34.68,
2025-02-27 17:33:55.503,34.59,
2025-02-27 17:33:57.503,34.57,
2025-02-27 17:34:07.503,34.52,
2025-02-27 17:34:11.503,34.5,
2025-02-27 17:34:19.503,34.34,
2025-02-27 17:34:21.503,34.26,
2025-02-27 17:34:31.503,33.94,
2025-02-27 17:34:33.503,33.88,
2025-02-27 17:34:43.503,33.74,
2025-02-27 17:34:55.503,33.76,
2025-02-27 17:34:57.503,33.78,
2025-02-27 17:34:59.503,33.79,
2025-02-27 17:35:07.503,33.83,
2025-02-27 17:35:19.504,33.81,
2025-02-27 17:35:23.503,33.8,
2025-02-27 17:35:39.503,33.79,
2025-02-27 17:35:45.503,33.77,
2025-02-27 17:35:49.503,33.74,
2025-02-27 17:35:57.503,33.69,
2025-02-27 17:35:59.503,33.67,
2025-02-27 17:36:09.503,33.55,
2025-02-27 17:36:11.503,33.51,
2025-02-27 17:36:21.503,33.32,
2025-02-27 17:36:23.503,33.29,
2025-02-27 17:36:33.503,33.1,
2025-02-27 17:36:35.503,33.06,
2025-02-27 17:36:45.503,32.75,
2025-02-27 17:36:47.503,32.64,
2025-02-27 17:36:57.503,32.23,
2025-02-27 17:36:59.503,32.16,
2025-02-27 17:37:09.503,31.82,
2025-02-27 17:37:11.503,31.75,
2025-02-27 17:37:21.503,31.47,
2025-02-27 17:37:23.503,31.43,
2025-02-27 17:37:29.503,,20.0
2025-02-27 17:37:33.503,31.13,40.0
2025-02-27 17:37:35.503,31.08,
2025-02-27 17:37:45.503,30.8,
2025-02-27 17:37:47.503,30.75,
2025-02-27 17:37:57.503,30.47,
2025-02-27 17:37:59.503,30.42,
2025-02-27 17:38:09.503,29.91,
2025-02-27 17:38:11.503,29.82,
2025-02-27 17:38:21.503,29.16,
2025-02-27 17:38:23.503,29.02,
2025-02-27 17:38:33.503,28.24,
2025-02-27 17:38:35.503,28.08,
2025-02-27 17:38:45.503,27.27,
2025-02-27 17:38:47.503,27.11,
2025-02-27 17:38:57.503,26.25,
2025-02-27 17:38:59.503,26.07,
2025-02-27 17:39:11.503,24.95,
2025-02-27 17:39:13.503,24.75,
2025-02-27 17:39:23.503,23.63,
2025-02-27 17:39:25.503,23.38,
2025-02-27 17:39:35.503,22.24,
2025-02-27 17:39:37.503,22.02,
2025-02-27 17:39:47.503,20.86,
2025-02-27 17:39:49.503,20.64,
2025-02-27 17:39:59.503,19.67,
2025-02-27 17:40:01.503,19.47,
2025-02-27 17:40:07.493,,50.0
2025-02-27 17:40:09.493,,55.0
2025-02-27 17:40:11.493,18.69,
2025-02-27 17:40:13.493,18.6,
2025-02-27 17:40:19.493,,70.0
2025-02-27 17:40:21.493,,75.0
2025-02-27 17:40:23.493,18.1,
2025-02-27 17:40:25.493,18.01,
2025-02-27 17:40:35.493,17.45,
2025-02-27 17:40:37.493,17.34,
2025-02-27 17:40:47.493,16.84,
2025-02-27 17:40:49.493,16.74,
2025-02-27 17:40:59.493,16.35,
2025-02-27 17:41:01.493,16.28,
2025-02-27 17:41:09.493,16.14,
2025-02-27 17:41:13.493,16.15,
2025-02-27 17:41:19.494,16.17,
2025-02-27 17:41:25.493,16.19,
2025-02-27 17:41:35.493,16.44,
2025-02-27 17:41:37.493,16.51,
2025-02-27 17:41:47.493,16.9,
2025-02-27 17:41:49.493,17.0,
2025-02-27 17:41:59.493,17.56,
2025-02-27 17:42:01.493,17.68,
2025-02-27 17:42:11.493,18.37,
2025-02-27 17:42:13.493,18.51,65.0
2025-02-27 17:42:17.493,,45.0
2025-02-27 17:42:23.493,19.19,
2025-02-27 17:42:25.493,19.27,
2025-02-27 17:42:35.493,19.62,
2025-02-27 17:42:37.493,19.69,
2025-02-27 17:42:47.493,19.98,
2025-02-27 17:42:49.493,20.02,
2025-02-27 17:42:59.494,20.27,
2025-02-27 17:43:01.493,20.33,
2025-02-27 17:43:11.493,20.62,
2025-02-27 17:43:13.493,20.68,
2025-02-27 17:43:25.493,20.98,
2025-02-27 17:43:27.493,21.04,
2025-02-27 17:43:37.493,21.29,
2025-02-27 17:43:39.493,21.34,
2025-02-27 17:43:49.493,21.63,
2025-02-27 17:43:51.493,21.69,
2025-02-27 17:44:01.493,21.93,
2025-02-27 17:44:03.493,21.98,
2025-02-27 17:44:13.493,22.21,
2025-02-27 17:44:15.493,22.27,
2025-02-27 17:44:25.493,22.53,
2025-02-27 17:44:27.493,22.59,
2025-02-27 17:44:37.493,22.87,
2025-02-27 17:44:39.493,22.93,
2025-02-27 17:44:49.493,23.18,
2025-02-27 17:44:51.493,23.24,
2025-02-27 17:45:01.493,23.49,
2025-02-27 17:45:03.493,23.55,
2025-02-27 17:45:13.493,23.8,
2025-02-27 17:45:15.493,23.85,
2025-02-27 17:45:25.493,24.13,
2025-02-27 17:45:27.493,24.17,
2025-02-27 17:45:37.493,24.44,
2025-02-27 17:45:39.494,24.48,
2025-02-27 17:45:49.493,24.75,
2025-02-27 17:45:51.493,24.79,
2025-02-27 17:46:01.493,25.05,
2025-02-27 17:46:03.493,25.1,
2025-02-27 17:46:13.493,25.35,
2025-02-27 17:46:15.493,25.41,
2025-02-27 17:46:25.493,25.65,
2025-02-27 17:46:27.494,25.71,
2025-02-27 17:46:37.493,25.94,
2025-02-27 17:46:39.494,25.99,
2025-02-27 17:46:49.494,26.23,
2025-02-27 17:46:51.493,26.27,
2025-02-27 17:47:01.493,26.51,
2025-02-27 17:47:03.493,26.54,
2025-02-27 17:47:13.493,26.78,
2025-02-27 17:47:15.493,26.82,
2025-02-27 17:47:27.493,27.09,
2025-02-27 17:47:29.494,27.13,
2025-02-27 17:47:39.493,27.35,
2025-02-27 17:47:41.493,27.39,
2025-02-27 17:47:51.493,27.6,
2025-02-27 17:47:53.493,27.65,
2025-02-27 17:48:03.493,27.87,
2025-02-27 17:48:05.494,27.92,
2025-02-27 17:48:15.493,28.13,
2025-02-27 17:48:17.493,28.17,
2025-02-27 17:48:27.494,28.38,
2025-02-27 17:48:29.494,28.41,
2025-02-27 17:48:39.493,28.61,
2025-02-27 17:48:41.494,28.66,
2025-02-27 17:48:51.494,28.85,
2025-02-27 17:48:53.493,28.9,
2025-02-27 17:49:03.493,29.09,
2025-02-27 17:49:05.493,29.12,
2025-02-27 17:49:15.493,29.33,
2025-02-27 17:49:17.493,29.36,
2025-02-27 17:49:27.493,29.56,
2025-02-27 17:49:29.494,29.61,
2025-02-27 17:49:39.494,29.8,
2025-02-27 17:49:41.493,29.84,
2025-02-27 17:49:51.495,30.03,
2025-02-27 17:49:53.493,30.07,
2025-02-27 17:50:03.493,30.27,
2025-02-27 17:50:05.457,30.31,
2025-02-27 17:50:15.457,30.5,
2025-02-27 17:50:17.457,30.53,
2025-02-27 17:50:27.457,30.73,
2025-02-27 17:50:29.457,30.77,
2025-02-27 17:50:39.457,30.96,
2025-02-27 17:50:41.457,31.0,
2025-02-27 17:50:51.457,31.19,
2025-02-27 17:50:53.457,31.23,
2025-02-27 17:51:03.457,31.43,
2025-02-27 17:51:05.457,31.47,
2025-02-27 17:51:15.457,31.66,
2025-02-27 17:51:17.457,31.69,
2025-02-27 17:51:29.457,31.92,
2025-02-27 17:51:31.457,31.95,
2025-02-27 17:51:41.457,32.14,
2025-02-27 17:51:43.457,32.18,
2025-02-27 17:51:53.457,32.37,
2025-02-27 17:51:55.457,32.41,
2025-02-27 17:52:05.457,32.6,
2025-02-27 17:52:07.457,32.64,
2025-02-27 17:52:17.457,32.83,
2025-02-27 17:52:19.457,32.87,
2025-02-27 17:52:29.457,33.06,
2025-02-27 17:52:31.457,33.09,
2025-02-27 17:52:41.457,33.28,
2025-02-27 17:52:43.457,33.32,
2025-02-27 17:52:53.457,33.5,
2025-02-27 17:52:55.457,33.54,
2025-02-27 17:53:05.457,33.73,
2025-02-27 17:53:07.457,33.76,
2025-02-27 17:53:17.457,33.94,
2025-02-27 17:53:19.457,33.98,
2025-02-27 17:53:29.457,34.16,
2025-02-27 17:53:31.458,34.21,
2025-02-27 17:53:41.457,34.4,
2025-02-27 17:53:43.457,34.42,
2025-02-27 17:53:53.457,34.61,
2025-02-27 17:53:55.457,34.65,
2025-02-27 17:54:05.457,34.83,
2025-02-27 17:54:07.457,34.88,
2025-02-27 17:54:17.457,35.06,
2025-02-27 17:54:19.457,35.09,
2025-02-27 17:54:29.458,35.28,
2025-02-27 17:54:31.457,35.33,
2025-02-27 17:54:41.457,35.51,
2025-02-27 17:54:43.457,35.55,
2025-02-27 17:54:53.457,35.75,
2025-02-27 17:54:55.457,35.78,
2025-02-27 17:55:05.457,35.97,
2025-02-27 17:55:07.457,36.02,
2025-02-27 17:55:17.457,36.2,
2025-02-27 17:55:19.457,36.24,
2025-02-27 17:55:29.457,36.45,
2025-02-27 17:55:31.457,36.48,
2025-02-27 17:55:43.457,36.71,
2025-02-27 17:55:45.457,36.75,
2025-02-27 17:55:55.457,36.95,
2025-02-27 17:55:57.457,36.98,
2025-02-27 17:56:07.457,37.17,
2025-02-27 17:56:09.458,37.22,
2025-02-27 17:56:19.458,37.41,
2025-02-27 17:56:21.457,37.45,
2025-02-27 17:56:31.457,37.64,
2025-02-27 17:56:33.457,37.68,
2025-02-27 17:56:43.457,37.88,
2025-02-27 17:56:45.457,37.92,
2025-02-27 17:56:55.457,38.11,
2025-02-27 17:56:57.457,38.15,
2025-02-27 17:57:07.457,38.34,
2025-02-27 17:57:09.458,38.38,
2025-02-27 17:57:19.458,38.57,
2025-02-27 17:57:21.457,38.61,
2025-02-27 17:57:31.457,38.8,
2025-02-27 17:57:33.457,38.84,
2025-02-27 17:57:43.457,39.03,
2025-02-27 17:57:45.457,39.08,
2025-02-27 17:57:55.457,39.26,
2025-02-27 17:57:57.457,39.3,
2025-02-27 17:58:07.457,39.49,
2025-02-27 17:58:09.458,39.53,
2025-02-27 17:58:19.457,39.72,
2025-02-27 17:58:21.457,39.76,
2025-02-27 17:58:31.457,39.95,
2025-02-27 17:58:33.457,39.98,
2025-02-27 17:58:43.457,40.18,
2025-02-27 17:58:45.460,40.22,
2025-02-27 17:58:55.457,40.41,
2025-02-27 17:58:57.457,40.45,
2025-02-27 17:59:07.457,40.63,
2025-02-27 17:59:09.458,40.68,
2025-02-27 17:59:19.458,40.86,
2025-02-27 17:59:21.457,40.9,
2025-02-27 17:59:31.457,41.08,
2025-02-27 17:59:33.457,41.13,
2025-02-27 17:59:43.457,41.31,
2025-02-27 17:59:45.457,41.34,
2025-02-27 17:59:57.457,41.58,
2025-02-27 17:59:59.458,41.61,
2025-02-27 18:00:03.457,,43.0
2025-02-27 18:00:05.457,,41.0
2025-02-27 18:00:09.457,41.79,
2025-02-27 18:00:11.457,41.83,
2025-02-27 18:00:19.457,,40.71
2025-02-27 18:00:21.457,41.96,40.4
2025-02-27 18:00:23.457,41.99,40.05
2025-02-27 18:00:33.457,42.13,38.32
2025-02-27 18:00:35.457,42.16,37.95
2025-02-27 18:00:45.457,42.35,35.97
2025-02-27 18:00:47.457,42.4,35.55
2025-02-27 18:00:57.457,42.56,33.66
2025-02-27 18:00:59.457,42.6,33.27
2025-02-27 18:01:09.457,42.71,31.53
2025-02-27 18:01:11.457,42.74,31.15
2025-02-27 18:01:21.457,42.87,29.36
2025-02-27 18:01:23.457,42.9,28.95
2025-02-27 18:01:33.457,43.07,26.98
2025-02-27 18:01:35.457,43.1,26.59
2025-02-27 18:01:45.457,43.19,24.87
2025-02-27 18:01:47.457,43.21,24.51
2025-02-27 18:01:57.457,43.3,22.8
2025-02-27 18:01:59.457,43.33,22.4
2025-02-27 18:02:09.457,43.45,20.53
2025-02-27 18:02:11.457,43.47,20.16
2025-02-27 18:02:21.457,43.55,18.41
2025-02-27 18:02:23.457,43.58,18.03
2025-02-27 18:02:33.457,43.72,16.01
2025-02-27 18:02:35.457,43.78,15.5
2025-02-27 18:02:45.457,44.07,12.87
2025-02-27 18:02:47.457,44.12,12.35
2025-02-27 18:02:57.457,44.41,9.66
2025-02-27 18:02:59.457,44.47,9.11
2025-02-27 18:03:09.457,44.79,6.25
2025-02-27 18:03:11.457,44.86,5.64
2025-02-27 18:03:21.457,45.18,2.7
2025-02-27 18:03:23.457,45.24,2.11
2025-02-27 18:03:31.457,,0.0
2025-02-27 18:03:33.457,45.53,
2025-02-27 18:03:35.457,45.59,
2025-02-27 18:03:45.457,45.86,
2025-02-27 18:03:47.457,45.9,
2025-02-27 18:03:59.457,46.11,
2025-02-27 18:04:01.457,46.15,
2025-02-27 18:04:11.457,46.26,
2025-02-27 18:04:21.457,46.24,
2025-02-27 18:04:25.457,46.23,
2025-02-27 18:04:35.457,46.14,
2025-02-27 18:04:39.457,46.13,
2025-02-27 18:04:47.457,46.06,
2025-02-27 18:04:49.457,46.04,
2025-02-27 18:04:59.457,45.89,
2025-02-27 18:05:01.457,45.86,
2025-02-27 18:05:11.457,45.68,
2025-02-27 18:05:13.457,45.64,
2025-02-27 18:05:23.457,45.52,
2025-02-27 18:05:25.457,45.5,
2025-02-27 18:05:35.457,45.42,
2025-02-27 18:05:37.457,45.4,
2025-02-27 18:05:47.457,45.31,
2025-02-27 18:05:49.457,45.29,
2025-02-27 18:05:59.457,45.19,
2025-02-27 18:06:01.457,45.17,
2025-02-27 18:06:11.457,45.07,
2025-02-27 18:06:13.457,45.06,
2025-02-27 18:06:23.457,44.98,
2025-02-27 18:06:27.457,44.96,
2025-02-27 18:06:35.457,44.92,
2025-02-27 18:06:37.457,44.9,
2025-02-27 18:06:47.457,44.81,
2025-02-27 18:06:49.457,44.79,
2025-02-27 18:06:59.457,44.66,
2025-02-27 18:07:01.457,44.63,
2025-02-27 18:07:11.457,44.51,
2025-02-27 18:07:13.457,44.49,
2025-02-27 18:07:23.457,44.35,
2025-02-27 18:07:25.457,44.32,
2025-02-27 18:07:35.457,44.2,
2025-02-27 18:07:37.457,44.17,
2025-02-27 18:07:47.457,44.03,
2025-02-27 18:07:49.457,43.99,
2025-02-27 18:07:59.457,43.8,
2025-02-27 18:08:01.457,43.76,
2025-02-27 18:08:13.457,43.51,
2025-02-27 18:08:15.457,43.47,
2025-02-27 18:08:25.457,43.25,
2025-02-27 18:08:27.457,43.2,15.0
2025-02-27 18:08:37.457,43.01,35.0
2025-02-27 18:08:39.457,42.96,40.0
2025-02-27 18:08:47.457,42.88,
2025-02-27 18:08:51.457,42.89,
2025-02-27 18:08:55.457,42.83,
2025-02-27 18:08:57.000,42.81,41.29
