Time	3REFRIG_1.LIC134.MEAS	3REFRIG_1.LIC134.OUT
2/27/2025 5:19:13.533 PM	25.91	
2/27/2025 5:19:15.533 PM	25.83	
2/27/2025 5:19:25.533 PM	25.13	
2/27/2025 5:19:27.533 PM	24.91	
2/27/2025 5:19:31.533 PM		50.00
2/27/2025 5:19:37.533 PM	23.82	
2/27/2025 5:19:39.534 PM	23.54	
2/27/2025 5:19:49.534 PM	22.22	
2/27/2025 5:19:51.534 PM	21.93	
2/27/2025 5:20:01.533 PM	20.31	
2/27/2025 5:20:03.543 PM	20.00	
2/27/2025 5:20:07.543 PM		55.00
2/27/2025 5:20:09.543 PM		60.00
2/27/2025 5:20:13.543 PM	18.39	
2/27/2025 5:20:15.543 PM	18.10	
2/27/2025 5:20:25.543 PM	16.85	
2/27/2025 5:20:27.543 PM	16.62	
2/27/2025 5:20:35.543 PM		70.00
2/27/2025 5:20:37.543 PM	15.73	
2/27/2025 5:20:39.543 PM	15.57	
2/27/2025 5:20:41.543 PM		95.00
2/27/2025 5:20:43.543 PM		100.00
2/27/2025 5:20:49.543 PM	15.08	
2/27/2025 5:20:53.543 PM	15.10	
2/27/2025 5:21:01.544 PM	14.76	
2/27/2025 5:21:03.543 PM	14.61	
2/27/2025 5:21:13.543 PM	13.97	
2/27/2025 5:21:15.543 PM	13.90	
2/27/2025 5:21:25.543 PM	14.54	
2/27/2025 5:21:27.543 PM	14.80	
2/27/2025 5:21:37.543 PM	15.90	
2/27/2025 5:21:39.543 PM	16.11	90.00
2/27/2025 5:21:43.543 PM		55.00
2/27/2025 5:21:49.543 PM	17.03	
2/27/2025 5:21:51.543 PM	17.17	
2/27/2025 5:22:01.543 PM	17.58	
2/27/2025 5:22:03.544 PM	17.69	
2/27/2025 5:22:13.543 PM	17.98	
2/27/2025 5:22:15.543 PM	18.07	
2/27/2025 5:22:25.543 PM	18.43	
2/27/2025 5:22:27.543 PM	18.48	
2/27/2025 5:22:39.543 PM	18.98	
2/27/2025 5:22:41.543 PM	19.06	
2/27/2025 5:22:51.543 PM	19.45	
2/27/2025 5:22:53.543 PM	19.52	
2/27/2025 5:23:03.543 PM	19.90	
2/27/2025 5:23:05.543 PM	19.97	
2/27/2025 5:23:15.543 PM	20.38	
2/27/2025 5:23:17.543 PM	20.45	
2/27/2025 5:23:27.544 PM	20.88	
2/27/2025 5:23:29.544 PM	20.97	
2/27/2025 5:23:39.544 PM	21.37	
2/27/2025 5:23:41.543 PM	21.45	
2/27/2025 5:23:51.544 PM	21.81	
2/27/2025 5:23:53.543 PM	21.88	
2/27/2025 5:24:03.543 PM	22.22	
2/27/2025 5:24:05.543 PM	22.29	
2/27/2025 5:24:15.543 PM	22.62	
2/27/2025 5:24:17.543 PM	22.69	
2/27/2025 5:24:27.544 PM	23.05	
2/27/2025 5:24:29.543 PM	23.13	
2/27/2025 5:24:39.543 PM	23.46	
2/27/2025 5:24:41.543 PM	23.52	
2/27/2025 5:24:51.543 PM	23.83	
2/27/2025 5:24:53.543 PM	23.88	
2/27/2025 5:25:03.543 PM	24.15	
2/27/2025 5:25:05.543 PM	24.20	
2/27/2025 5:25:15.543 PM	24.51	
2/27/2025 5:25:17.543 PM	24.57	
2/27/2025 5:25:27.544 PM	24.87	
2/27/2025 5:25:29.544 PM	24.92	
2/27/2025 5:25:39.543 PM	25.22	
2/27/2025 5:25:41.543 PM	25.27	
2/27/2025 5:25:51.543 PM	25.55	
2/27/2025 5:25:53.543 PM	25.61	
2/27/2025 5:26:03.543 PM	25.91	
2/27/2025 5:26:05.543 PM	25.97	
2/27/2025 5:26:15.543 PM	26.28	
2/27/2025 5:26:17.543 PM	26.34	
2/27/2025 5:26:27.543 PM	26.65	
2/27/2025 5:26:29.543 PM	26.72	
2/27/2025 5:26:39.544 PM	27.03	
2/27/2025 5:26:41.543 PM	27.09	
2/27/2025 5:26:53.543 PM	27.46	
2/27/2025 5:26:55.543 PM	27.52	
2/27/2025 5:27:05.543 PM	27.84	
2/27/2025 5:27:07.544 PM	27.90	
2/27/2025 5:27:17.543 PM	28.22	
2/27/2025 5:27:19.543 PM	28.28	
2/27/2025 5:27:29.543 PM	28.59	
2/27/2025 5:27:31.543 PM	28.65	
2/27/2025 5:27:41.543 PM	28.96	
2/27/2025 5:27:43.543 PM	29.02	
2/27/2025 5:27:53.543 PM	29.33	
2/27/2025 5:27:55.543 PM	29.40	
2/27/2025 5:28:05.544 PM	29.71	
2/27/2025 5:28:07.543 PM	29.76	
2/27/2025 5:28:17.544 PM	30.08	
2/27/2025 5:28:19.543 PM	30.15	
2/27/2025 5:28:21.543 PM		5.00
2/27/2025 5:28:29.543 PM	30.40	
2/27/2025 5:28:31.543 PM	30.41	
2/27/2025 5:28:41.543 PM	30.57	
2/27/2025 5:28:43.543 PM	30.61	
2/27/2025 5:28:53.543 PM	30.96	
2/27/2025 5:28:55.543 PM	31.04	
2/27/2025 5:29:05.543 PM	31.41	
2/27/2025 5:29:07.543 PM	31.49	
2/27/2025 5:29:17.544 PM	31.90	
2/27/2025 5:29:19.544 PM	31.96	
2/27/2025 5:29:29.543 PM	32.31	
2/27/2025 5:29:31.543 PM	32.38	
2/27/2025 5:29:41.543 PM	32.75	
2/27/2025 5:29:43.543 PM	32.82	
2/27/2025 5:29:53.543 PM	33.10	
2/27/2025 5:29:55.543 PM	33.15	
2/27/2025 5:30:05.503 PM	33.43	
2/27/2025 5:30:07.503 PM	33.47	
2/27/2025 5:30:17.503 PM	33.69	
2/27/2025 5:30:19.503 PM	33.72	
2/27/2025 5:30:29.503 PM	33.93	
2/27/2025 5:30:31.503 PM	33.99	
2/27/2025 5:30:41.503 PM	34.18	
2/27/2025 5:30:43.503 PM	34.21	
2/27/2025 5:30:55.503 PM	34.39	
2/27/2025 5:30:57.503 PM	34.42	
2/27/2025 5:31:07.503 PM	34.55	
2/27/2025 5:31:09.503 PM	34.58	
2/27/2025 5:31:17.503 PM	34.69	
2/27/2025 5:31:21.503 PM	34.72	
2/27/2025 5:31:31.503 PM	34.79	
2/27/2025 5:31:33.503 PM	34.80	
2/27/2025 5:31:43.503 PM	34.87	
2/27/2025 5:31:45.503 PM	34.89	
2/27/2025 5:31:55.503 PM	34.96	
2/27/2025 5:31:59.503 PM	34.99	
2/27/2025 5:32:03.503 PM	35.02	
2/27/2025 5:32:09.503 PM	35.04	
2/27/2025 5:32:17.503 PM	35.06	
2/27/2025 5:32:21.503 PM	35.07	
2/27/2025 5:32:31.503 PM	35.04	
2/27/2025 5:32:33.503 PM	35.02	
2/27/2025 5:32:43.503 PM	34.99	
2/27/2025 5:32:47.503 PM	35.01	
2/27/2025 5:32:49.503 PM	35.02	
2/27/2025 5:33:01.503 PM	34.99	
2/27/2025 5:33:07.503 PM	34.98	
2/27/2025 5:33:11.503 PM	34.95	
2/27/2025 5:33:19.503 PM	34.90	
2/27/2025 5:33:21.503 PM	34.89	
2/27/2025 5:33:29.503 PM	34.81	
2/27/2025 5:33:33.503 PM	34.79	
2/27/2025 5:33:43.503 PM	34.70	
2/27/2025 5:33:45.503 PM	34.68	
2/27/2025 5:33:55.503 PM	34.59	
2/27/2025 5:33:57.503 PM	34.57	
2/27/2025 5:34:07.503 PM	34.52	
2/27/2025 5:34:11.503 PM	34.50	
2/27/2025 5:34:19.503 PM	34.34	
2/27/2025 5:34:21.503 PM	34.26	
2/27/2025 5:34:31.503 PM	33.94	
2/27/2025 5:34:33.503 PM	33.88	
2/27/2025 5:34:43.503 PM	33.74	
2/27/2025 5:34:55.503 PM	33.76	
2/27/2025 5:34:57.503 PM	33.78	
2/27/2025 5:34:59.503 PM	33.79	
2/27/2025 5:35:07.503 PM	33.83	
2/27/2025 5:35:19.504 PM	33.81	
2/27/2025 5:35:23.503 PM	33.80	
2/27/2025 5:35:39.503 PM	33.79	
2/27/2025 5:35:45.503 PM	33.77	
2/27/2025 5:35:49.503 PM	33.74	
2/27/2025 5:35:57.503 PM	33.69	
2/27/2025 5:35:59.503 PM	33.67	
2/27/2025 5:36:09.503 PM	33.55	
2/27/2025 5:36:11.503 PM	33.51	
2/27/2025 5:36:21.503 PM	33.32	
2/27/2025 5:36:23.503 PM	33.29	
2/27/2025 5:36:33.503 PM	33.10	
2/27/2025 5:36:35.503 PM	33.06	
2/27/2025 5:36:45.503 PM	32.75	
2/27/2025 5:36:47.503 PM	32.64	
2/27/2025 5:36:57.503 PM	32.23	
2/27/2025 5:36:59.503 PM	32.16	
2/27/2025 5:37:09.503 PM	31.82	
2/27/2025 5:37:11.503 PM	31.75	
2/27/2025 5:37:21.503 PM	31.47	
2/27/2025 5:37:23.503 PM	31.43	
2/27/2025 5:37:29.503 PM		20.00
2/27/2025 5:37:33.503 PM	31.13	40.00
2/27/2025 5:37:35.503 PM	31.08	
2/27/2025 5:37:45.503 PM	30.80	
2/27/2025 5:37:47.503 PM	30.75	
2/27/2025 5:37:57.503 PM	30.47	
2/27/2025 5:37:59.503 PM	30.42	
2/27/2025 5:38:09.503 PM	29.91	
2/27/2025 5:38:11.503 PM	29.82	
2/27/2025 5:38:21.503 PM	29.16	
2/27/2025 5:38:23.503 PM	29.02	
2/27/2025 5:38:33.503 PM	28.24	
2/27/2025 5:38:35.503 PM	28.08	
2/27/2025 5:38:45.503 PM	27.27	
2/27/2025 5:38:47.503 PM	27.11	
2/27/2025 5:38:57.503 PM	26.25	
2/27/2025 5:38:59.503 PM	26.07	
2/27/2025 5:39:11.503 PM	24.95	
2/27/2025 5:39:13.503 PM	24.75	
2/27/2025 5:39:23.503 PM	23.63	
2/27/2025 5:39:25.503 PM	23.38	
2/27/2025 5:39:35.503 PM	22.24	
2/27/2025 5:39:37.503 PM	22.02	
2/27/2025 5:39:47.503 PM	20.86	
2/27/2025 5:39:49.503 PM	20.64	
2/27/2025 5:39:59.503 PM	19.67	
2/27/2025 5:40:01.503 PM	19.47	
2/27/2025 5:40:07.493 PM		50.00
2/27/2025 5:40:09.493 PM		55.00
2/27/2025 5:40:11.493 PM	18.69	
2/27/2025 5:40:13.493 PM	18.60	
2/27/2025 5:40:19.493 PM		70.00
2/27/2025 5:40:21.493 PM		75.00
2/27/2025 5:40:23.493 PM	18.10	
2/27/2025 5:40:25.493 PM	18.01	
2/27/2025 5:40:35.493 PM	17.45	
2/27/2025 5:40:37.493 PM	17.34	
2/27/2025 5:40:47.493 PM	16.84	
2/27/2025 5:40:49.493 PM	16.74	
2/27/2025 5:40:59.493 PM	16.35	
2/27/2025 5:41:01.493 PM	16.28	
2/27/2025 5:41:09.493 PM	16.14	
2/27/2025 5:41:13.493 PM	16.15	
2/27/2025 5:41:19.494 PM	16.17	
2/27/2025 5:41:25.493 PM	16.19	
2/27/2025 5:41:35.493 PM	16.44	
2/27/2025 5:41:37.493 PM	16.51	
2/27/2025 5:41:47.493 PM	16.90	
2/27/2025 5:41:49.493 PM	17.00	
2/27/2025 5:41:59.493 PM	17.56	
2/27/2025 5:42:01.493 PM	17.68	
2/27/2025 5:42:11.493 PM	18.37	
2/27/2025 5:42:13.493 PM	18.51	65.00
2/27/2025 5:42:17.493 PM		45.00
2/27/2025 5:42:23.493 PM	19.19	
2/27/2025 5:42:25.493 PM	19.27	
2/27/2025 5:42:35.493 PM	19.62	
2/27/2025 5:42:37.493 PM	19.69	
2/27/2025 5:42:47.493 PM	19.98	
2/27/2025 5:42:49.493 PM	20.02	
2/27/2025 5:42:59.494 PM	20.27	
2/27/2025 5:43:01.493 PM	20.33	
2/27/2025 5:43:11.493 PM	20.62	
2/27/2025 5:43:13.493 PM	20.68	
2/27/2025 5:43:25.493 PM	20.98	
2/27/2025 5:43:27.493 PM	21.04	
2/27/2025 5:43:37.493 PM	21.29	
2/27/2025 5:43:39.493 PM	21.34	
2/27/2025 5:43:49.493 PM	21.63	
2/27/2025 5:43:51.493 PM	21.69	
2/27/2025 5:44:01.493 PM	21.93	
2/27/2025 5:44:03.493 PM	21.98	
2/27/2025 5:44:13.493 PM	22.21	
2/27/2025 5:44:15.493 PM	22.27	
2/27/2025 5:44:25.493 PM	22.53	
2/27/2025 5:44:27.493 PM	22.59	
2/27/2025 5:44:37.493 PM	22.87	
2/27/2025 5:44:39.493 PM	22.93	
2/27/2025 5:44:49.493 PM	23.18	
2/27/2025 5:44:51.493 PM	23.24	
2/27/2025 5:45:01.493 PM	23.49	
2/27/2025 5:45:03.493 PM	23.55	
2/27/2025 5:45:13.493 PM	23.80	
2/27/2025 5:45:15.493 PM	23.85	
2/27/2025 5:45:25.493 PM	24.13	
2/27/2025 5:45:27.493 PM	24.17	
2/27/2025 5:45:37.493 PM	24.44	
2/27/2025 5:45:39.494 PM	24.48	
2/27/2025 5:45:49.493 PM	24.75	
2/27/2025 5:45:51.493 PM	24.79	
2/27/2025 5:46:01.493 PM	25.05	
2/27/2025 5:46:03.493 PM	25.10	
2/27/2025 5:46:13.493 PM	25.35	
2/27/2025 5:46:15.493 PM	25.41	
2/27/2025 5:46:25.493 PM	25.65	
2/27/2025 5:46:27.494 PM	25.71	
2/27/2025 5:46:37.493 PM	25.94	
2/27/2025 5:46:39.494 PM	25.99	
2/27/2025 5:46:49.494 PM	26.23	
2/27/2025 5:46:51.493 PM	26.27	
2/27/2025 5:47:01.493 PM	26.51	
2/27/2025 5:47:03.493 PM	26.54	
2/27/2025 5:47:13.493 PM	26.78	
2/27/2025 5:47:15.493 PM	26.82	
2/27/2025 5:47:27.493 PM	27.09	
2/27/2025 5:47:29.494 PM	27.13	
2/27/2025 5:47:39.493 PM	27.35	
2/27/2025 5:47:41.493 PM	27.39	
2/27/2025 5:47:51.493 PM	27.60	
2/27/2025 5:47:53.493 PM	27.65	
2/27/2025 5:48:03.493 PM	27.87	
2/27/2025 5:48:05.494 PM	27.92	
2/27/2025 5:48:15.493 PM	28.13	
2/27/2025 5:48:17.493 PM	28.17	
2/27/2025 5:48:27.494 PM	28.38	
2/27/2025 5:48:29.494 PM	28.41	
2/27/2025 5:48:39.493 PM	28.61	
2/27/2025 5:48:41.494 PM	28.66	
2/27/2025 5:48:51.494 PM	28.85	
2/27/2025 5:48:53.493 PM	28.90	
2/27/2025 5:49:03.493 PM	29.09	
2/27/2025 5:49:05.493 PM	29.12	
2/27/2025 5:49:15.493 PM	29.33	
2/27/2025 5:49:17.493 PM	29.36	
2/27/2025 5:49:27.493 PM	29.56	
2/27/2025 5:49:29.494 PM	29.61	
2/27/2025 5:49:39.494 PM	29.80	
2/27/2025 5:49:41.493 PM	29.84	
2/27/2025 5:49:51.495 PM	30.03	
2/27/2025 5:49:53.493 PM	30.07	
2/27/2025 5:50:03.493 PM	30.27	
2/27/2025 5:50:05.457 PM	30.31	
2/27/2025 5:50:15.457 PM	30.50	
2/27/2025 5:50:17.457 PM	30.53	
2/27/2025 5:50:27.457 PM	30.73	
2/27/2025 5:50:29.457 PM	30.77	
2/27/2025 5:50:39.457 PM	30.96	
2/27/2025 5:50:41.457 PM	31.00	
2/27/2025 5:50:51.457 PM	31.19	
2/27/2025 5:50:53.457 PM	31.23	
2/27/2025 5:51:03.457 PM	31.43	
2/27/2025 5:51:05.457 PM	31.47	
2/27/2025 5:51:15.457 PM	31.66	
2/27/2025 5:51:17.457 PM	31.69	
2/27/2025 5:51:29.457 PM	31.92	
2/27/2025 5:51:31.457 PM	31.95	
2/27/2025 5:51:41.457 PM	32.14	
2/27/2025 5:51:43.457 PM	32.18	
2/27/2025 5:51:53.457 PM	32.37	
2/27/2025 5:51:55.457 PM	32.41	
2/27/2025 5:52:05.457 PM	32.60	
2/27/2025 5:52:07.457 PM	32.64	
2/27/2025 5:52:17.457 PM	32.83	
2/27/2025 5:52:19.457 PM	32.87	
2/27/2025 5:52:29.457 PM	33.06	
2/27/2025 5:52:31.457 PM	33.09	
2/27/2025 5:52:41.457 PM	33.28	
2/27/2025 5:52:43.457 PM	33.32	
2/27/2025 5:52:53.457 PM	33.50	
2/27/2025 5:52:55.457 PM	33.54	
2/27/2025 5:53:05.457 PM	33.73	
2/27/2025 5:53:07.457 PM	33.76	
2/27/2025 5:53:17.457 PM	33.94	
2/27/2025 5:53:19.457 PM	33.98	
2/27/2025 5:53:29.457 PM	34.16	
2/27/2025 5:53:31.458 PM	34.21	
2/27/2025 5:53:41.457 PM	34.40	
2/27/2025 5:53:43.457 PM	34.42	
2/27/2025 5:53:53.457 PM	34.61	
2/27/2025 5:53:55.457 PM	34.65	
2/27/2025 5:54:05.457 PM	34.83	
2/27/2025 5:54:07.457 PM	34.88	
2/27/2025 5:54:17.457 PM	35.06	
2/27/2025 5:54:19.457 PM	35.09	
2/27/2025 5:54:29.458 PM	35.28	
2/27/2025 5:54:31.457 PM	35.33	
2/27/2025 5:54:41.457 PM	35.51	
2/27/2025 5:54:43.457 PM	35.55	
2/27/2025 5:54:53.457 PM	35.75	
2/27/2025 5:54:55.457 PM	35.78	
2/27/2025 5:55:05.457 PM	35.97	
2/27/2025 5:55:07.457 PM	36.02	
2/27/2025 5:55:17.457 PM	36.20	
2/27/2025 5:55:19.457 PM	36.24	
2/27/2025 5:55:29.457 PM	36.45	
2/27/2025 5:55:31.457 PM	36.48	
2/27/2025 5:55:43.457 PM	36.71	
2/27/2025 5:55:45.457 PM	36.75	
2/27/2025 5:55:55.457 PM	36.95	
2/27/2025 5:55:57.457 PM	36.98	
2/27/2025 5:56:07.457 PM	37.17	
2/27/2025 5:56:09.458 PM	37.22	
2/27/2025 5:56:19.458 PM	37.41	
2/27/2025 5:56:21.457 PM	37.45	
2/27/2025 5:56:31.457 PM	37.64	
2/27/2025 5:56:33.457 PM	37.68	
2/27/2025 5:56:43.457 PM	37.88	
2/27/2025 5:56:45.457 PM	37.92	
2/27/2025 5:56:55.457 PM	38.11	
2/27/2025 5:56:57.457 PM	38.15	
2/27/2025 5:57:07.457 PM	38.34	
2/27/2025 5:57:09.458 PM	38.38	
2/27/2025 5:57:19.458 PM	38.57	
2/27/2025 5:57:21.457 PM	38.61	
2/27/2025 5:57:31.457 PM	38.80	
2/27/2025 5:57:33.457 PM	38.84	
2/27/2025 5:57:43.457 PM	39.03	
2/27/2025 5:57:45.457 PM	39.08	
2/27/2025 5:57:55.457 PM	39.26	
2/27/2025 5:57:57.457 PM	39.30	
2/27/2025 5:58:07.457 PM	39.49	
2/27/2025 5:58:09.458 PM	39.53	
2/27/2025 5:58:19.457 PM	39.72	
2/27/2025 5:58:21.457 PM	39.76	
2/27/2025 5:58:31.457 PM	39.95	
2/27/2025 5:58:33.457 PM	39.98	
2/27/2025 5:58:43.457 PM	40.18	
2/27/2025 5:58:45.460 PM	40.22	
2/27/2025 5:58:55.457 PM	40.41	
2/27/2025 5:58:57.457 PM	40.45	
2/27/2025 5:59:07.457 PM	40.63	
2/27/2025 5:59:09.458 PM	40.68	
2/27/2025 5:59:19.458 PM	40.86	
2/27/2025 5:59:21.457 PM	40.90	
2/27/2025 5:59:31.457 PM	41.08	
2/27/2025 5:59:33.457 PM	41.13	
2/27/2025 5:59:43.457 PM	41.31	
2/27/2025 5:59:45.457 PM	41.34	
2/27/2025 5:59:57.457 PM	41.58	
2/27/2025 5:59:59.458 PM	41.61	
2/27/2025 6:00:03.457 PM		43.00
2/27/2025 6:00:05.457 PM		41.00
2/27/2025 6:00:09.457 PM	41.79	
2/27/2025 6:00:11.457 PM	41.83	
2/27/2025 6:00:19.457 PM		40.71
2/27/2025 6:00:21.457 PM	41.96	40.40
2/27/2025 6:00:23.457 PM	41.99	40.05
2/27/2025 6:00:33.457 PM	42.13	38.32
2/27/2025 6:00:35.457 PM	42.16	37.95
2/27/2025 6:00:45.457 PM	42.35	35.97
2/27/2025 6:00:47.457 PM	42.40	35.55
2/27/2025 6:00:57.457 PM	42.56	33.66
2/27/2025 6:00:59.457 PM	42.60	33.27
2/27/2025 6:01:09.457 PM	42.71	31.53
2/27/2025 6:01:11.457 PM	42.74	31.15
2/27/2025 6:01:21.457 PM	42.87	29.36
2/27/2025 6:01:23.457 PM	42.90	28.95
2/27/2025 6:01:33.457 PM	43.07	26.98
2/27/2025 6:01:35.457 PM	43.10	26.59
2/27/2025 6:01:45.457 PM	43.19	24.87
2/27/2025 6:01:47.457 PM	43.21	24.51
2/27/2025 6:01:57.457 PM	43.30	22.80
2/27/2025 6:01:59.457 PM	43.33	22.40
2/27/2025 6:02:09.457 PM	43.45	20.53
2/27/2025 6:02:11.457 PM	43.47	20.16
2/27/2025 6:02:21.457 PM	43.55	18.41
2/27/2025 6:02:23.457 PM	43.58	18.03
2/27/2025 6:02:33.457 PM	43.72	16.01
2/27/2025 6:02:35.457 PM	43.78	15.50
2/27/2025 6:02:45.457 PM	44.07	12.87
2/27/2025 6:02:47.457 PM	44.12	12.35
2/27/2025 6:02:57.457 PM	44.41	9.66
2/27/2025 6:02:59.457 PM	44.47	9.11
2/27/2025 6:03:09.457 PM	44.79	6.25
2/27/2025 6:03:11.457 PM	44.86	5.64
2/27/2025 6:03:21.457 PM	45.18	2.70
2/27/2025 6:03:23.457 PM	45.24	2.11
2/27/2025 6:03:31.457 PM		0.00
2/27/2025 6:03:33.457 PM	45.53	
2/27/2025 6:03:35.457 PM	45.59	
2/27/2025 6:03:45.457 PM	45.86	
2/27/2025 6:03:47.457 PM	45.90	
2/27/2025 6:03:59.457 PM	46.11	
2/27/2025 6:04:01.457 PM	46.15	
2/27/2025 6:04:11.457 PM	46.26	
2/27/2025 6:04:21.457 PM	46.24	
2/27/2025 6:04:25.457 PM	46.23	
2/27/2025 6:04:35.457 PM	46.14	
2/27/2025 6:04:39.457 PM	46.13	
2/27/2025 6:04:47.457 PM	46.06	
2/27/2025 6:04:49.457 PM	46.04	
2/27/2025 6:04:59.457 PM	45.89	
2/27/2025 6:05:01.457 PM	45.86	
2/27/2025 6:05:11.457 PM	45.68	
2/27/2025 6:05:13.457 PM	45.64	
2/27/2025 6:05:23.457 PM	45.52	
2/27/2025 6:05:25.457 PM	45.50	
2/27/2025 6:05:35.457 PM	45.42	
2/27/2025 6:05:37.457 PM	45.40	
2/27/2025 6:05:47.457 PM	45.31	
2/27/2025 6:05:49.457 PM	45.29	
2/27/2025 6:05:59.457 PM	45.19	
2/27/2025 6:06:01.457 PM	45.17	
2/27/2025 6:06:11.457 PM	45.07	
2/27/2025 6:06:13.457 PM	45.06	
2/27/2025 6:06:23.457 PM	44.98	
2/27/2025 6:06:27.457 PM	44.96	
2/27/2025 6:06:35.457 PM	44.92	
2/27/2025 6:06:37.457 PM	44.90	
2/27/2025 6:06:47.457 PM	44.81	
2/27/2025 6:06:49.457 PM	44.79	
2/27/2025 6:06:59.457 PM	44.66	
2/27/2025 6:07:01.457 PM	44.63	
2/27/2025 6:07:11.457 PM	44.51	
2/27/2025 6:07:13.457 PM	44.49	
2/27/2025 6:07:23.457 PM	44.35	
2/27/2025 6:07:25.457 PM	44.32	
2/27/2025 6:07:35.457 PM	44.20	
2/27/2025 6:07:37.457 PM	44.17	
2/27/2025 6:07:47.457 PM	44.03	
2/27/2025 6:07:49.457 PM	43.99	
2/27/2025 6:07:59.457 PM	43.80	
